content	person
小物件大乐趣实用家具装扮新年生活农历新年到了，各家各户都在忙碌地准备着新年的居家用品，很多消费者都会在年前选择一些小茶几、休闲椅、小玄关柜等小件家具来装扮爱家，这些小家具实用且养眼，很适合新年居家使用。小茶几增添几分温暖新年里，难免会有亲朋好久的聚会，两三人的小聚，一款用来摆放茶水、点心的小茶几就很有必要。浅淡木色茶几或原木茶几非常适合与现今流行的浅色系列沙发相配，其造型简单，但讲究精致，色调温和，没有繁杂的功能，和简洁明快的沙发相配，展现出居室的唯美。这些小茶几可根据使用需要灵活地挪动它们，生活中也多了一份方便和轻松，为改换客厅的样子提供了方便，家人、朋友在新年里也会得到新鲜的感受。新年里，三五好友围绕着小茶几喝茶聊天、打纸牌，那份节日的温暖自然流淌心底。小鞋柜点亮局部空间一般家庭，玄关的空间相对都很狭小，此时，镶上镜子的小鞋柜可以使空间显得敞亮，而且非常便于出门前整理衣冠，客人造访时也不显得局促。各种造型的镜面镶嵌在带有顶线的柜体中，显得大气、干净，适当加入一些白色的点缀还可以改变深木色的沉闷印象，为鞋柜增添一份舒适感。而镜子旁边设计的两排挂钩，不仅方便了使用，也使空间整洁而不凌乱。目前，人们一般在进门处摆放鞋柜，习惯于在此换鞋以卸外界之尘。市场上的鞋柜，有“屏风式”、“低柜式”、“转角式”等。选择时在色彩和造型上应与整个居室风格一致，如“屏风式”设计，鞋柜内的空间大，可分上下层，上部以储藏全家换季鞋子，以盒装存放，排列有序，下部可分几层，如上层是进家后所换拖鞋，下层为日常换鞋之用，使用时十分方便。“懒人”沙发带来假日享受如今，一种不注意“形象”的“懒人沙发”开始成为都市人家中的新宠。它让从办公室正襟危坐的白领们回家后能像一滩泥似的坐在上面，无拘无束甚至“得意忘形”。新年假期是一个休闲的好时机，一款“懒人沙发”让你的假期舒适而安逸。你可以当它是靠背椅、单人床、大沙发、肥座垫，只要你喜欢，随便折腾好了，这是一种感觉，完全放松的，带着些温软、简单和自由的呼吸，在新年的喧闹中，开启另一年的梦想。“懒人沙发”是指以耐磨抗拉布质或皮质为面料，以发泡聚苯乙烯小球填充的软家居，其设计理念是不断打破陈规，按科学的人体工程理论设计，满足“任何形体、任何地点、任何地表”的需要。同时采用可拆洗的外布料，尽可能维护简单舒适的生活方式。其魅力在于，只要它放在那里，你就忍不住想要去坐一坐，一旦你坐上去，就会被饱满的粒子热情拥抱，总之，它能在一刹那间最忠诚最完全地满足你的需要。“休闲椅”独享新年的乐趣椅子或许是家居产品中最富于变化的生力军之一，总是带给我们盛大的视觉体验。居室里的大部分家具，包括陈列柜、电视柜、沙发等不会轻易更换，时间长了难免缺乏新意，在新年的扮家计划里，多几把造型别致的休闲椅子，常常会神奇地成为目光的焦点。新年的美好时节里，独坐一把浪漫随性的休闲椅，安享唯美的生活情致，享受最惬意的居家生活。休闲椅在各个不同空间有不同的选择。客厅是公共区域，比较热闹，所以休闲椅一定要颜色跳跃醒目，风格独特，成为一大风景，同时也要让人坐起来舒适，与沙发搭配得当。卧室家具种类不多，在卧室中添置一把休闲椅是一个人调整心情的方法之一。卧室里的休闲椅要与卧室环境匹配，颜色和款式不要太过跳跃，以免“打扰”到安静的空间。书房的休闲椅则更要求功能性和舒适度的统一。	
天才会美丽再邀Sky做电竞特辑江苏卫视《天才会美丽》节目组不久前曾邀请中国电竞旗帜Sky参加节目录制，并在青少年群体中引起了很大凡响。根据Sky微博透露，该节目组有意以电竞明星为主题专门制作一期节目，并再次邀请Sky加盟。太平洋游戏网将会密切关注事件进展，为大家带来最新消息。	 Sky
最低三折网银汇款手续费价格战打响证券时报记者唐晓本报讯为了引导客户使用网上银行，降低银行运营成本，近日交通银行(601328)、民生银行(600016)、光大银行、华夏银行(600015)等银行宣布下调网银汇款手续费，打折幅度低至3折。据了解，同一笔业务给银行带来的成本，网银是柜台的1/6-1/7，网银业务已经受到越来越多银行的重视。网银费率竞相打折近日，交通银行宣布，将个人网银同城跨行汇款手续费率由原来的按汇款金额0.7%下调至0.2%，最高收费由每笔汇款收50元下调至收20元。光大银行则明确宣布，个人网银转账汇款功能中的“本行转账”项、“跨行汇款”项手续费打3折，打折后本行异地转账、跨行汇款手续费由原来的0.5%降至0.15%，手续费上限也相应调低。华夏银行也推出了3-8折不等的优惠，打折范围既包括个人网银也包括企业网银，几乎覆盖该行网银所有转账汇款的功能项目。该优惠方案自4月8日开始执行。据了解，目前银行个人网上银行收费项目主要是转账汇款功能，其他功能除了业务本身收费外，通过网银办理不会加收费用，大部分银行网银目前暂时不收年费。网银业务日益受重视对于多家银行纷纷调低网银汇款手续费，深圳一家银行的电子银行部副总经理认为，是后来者急于通过优惠活动扩大市场规模的举措。网银业务处于推广阶段的银行，可通过此类活动吸引更多的客户使用该行网银。而网银成本低廉、可作为物理网点的重要补充，则是一些银行尤其股份制银行积极推广网银的原因。据悉，同样一笔业务，客户通过网银办理，银行支出的相应成本是柜台的1/6-1/7。随着电子银行功能的逐步完善，包括网银在内的电子银行业务已经为越来越多的人所接受。以工行(601398)为例，工行一季度电子银行交易额达到32万亿元，占该行全部业务量的比重为44.5%，较年初提高1.4个百分点。网银业务费率差异大据了解，即使同一笔网上银行业务，各家银行收费标准差异也较大，如光大银行本行异地转账、跨行汇款的手续费调整前也只有0.5%，调整后更低至0.15%。工行本行异地汇款、跨行汇款的手续费为0.9%，相当于光大银行调整前的1.8倍，调整后的6倍。此外，各家银行针对网银转账汇款业务的收费划分情况也不同，如有的银行本行异地汇款和跨行异地汇款、同城跨行汇款三项业务的手续费率相同，如工行和光大银行。也有银行各项功能收费标准更为细化，如招行(60036)专业版网银收费标准为：同城跨行汇款每笔2块；异地本行汇款收取汇款金额的0.2%，汇往公司账户则收取汇款金额的1%；异地跨行汇款收取汇款金额的1%。	唐晓
18-55mm最佳拍档佳能55-250mmIS大促销(中关村在线山东行情)佳能EF-S55-250mmf/4-5.6IS是EF-S系列的首款远摄变焦镜头，安装在APS-C画幅的佳能DSLR上时相当于88-400mm镜头。目前该镜头在“济南摄苑网”报价为1650（带票），感兴趣的朋友不妨关注一下。编辑点评：佳能EF-S55-250mmf/4-5.6IS镜头，作为一款入门长焦镜头，可以说是对套机头18-55mm的最好补充，其1600元的左右售价和较轻的重量使得其具备较高的性价比和较好的便携性，出外携带使用也并没有太大压力，是一款很实惠的长焦镜头。佳能EF-S55-250mmf/4-5.6IS[参考价格]1650元（带发票）[商家名称]济南摄苑网[联系方式]4007168822　　0531-8239399315910083090赵小姐[联系地址]山东省济南解放路43号银座数码广场13楼1301室[网店链接]http://dealer.zol.com.cn/detail/1028/102790_119713.html以上报价均为实际购买价格，如果您发现本文中的经销商给出的报价与文中不符，或者有其他疑问，请发邮件到我们的信箱price@zol.com.cn（此邮箱为投诉专用，概不接受产品咨询或者价格咨询等服务），我们将根据投诉进行调查。	赵小姐
国信证券：银行挑梁关注中游证券通1.市场判断：加速上涨后的调整6月份市场在银行等权重板块推动下存在加速上涨可能，进而则可能引发真正的一轮调整，建议从补涨思路选择板块与个股，从而兼顾到策略性防御。2.行业配置：银行挑梁，关注中游本月最看好的三个行业依次为金融(银行、券商、保险)、钢铁、石油化工；前瞻性的看好钢铁、电解铝、化工、航运、造纸等中游行业中受益经济复苏、景气回升的行业。主要理由与逻辑：(1)息差拐点、估值洼地、流动性再泛滥、欧美经济与股市回升等利多因素将支撑金融尤其是银行板块上涨，进而推动指数繁荣。(2)前瞻性看好钢铁、电解铝、化工、航运、造纸等中游行业景气回升。因为这是实体经济真正复苏的重要判据。汽车地产两大先导性产业的复苏拉动经济走出谷底，2季度工业生产将持续回升，市场对于经济复苏的信心增强最终会引发资金增配钢铁等中游板块。(3)看好油价，谨慎对待煤炭、有色。欧美经济复苏态势基本确立，避险需求降低下的美元汇率走低推高商品市场，加上季节性因素，油价在3季度可相对乐观，有望推动化工等中游行业的产品价格。虽然我们对煤炭仍然看好，但在基金普遍超配和经历大幅上涨之后，新的机会需要等待到4季度，我们看好的大同煤业、平煤股份、盘江股份、中油化建则需要视资产注入事件的时点。有色板块业绩支撑较弱，不具备安全边际，建议逢高减持。(4)市场风格转换本质上是补涨行为，这也是提高投资组合防御性的一个重要因素，我们认为补涨的主要板块将集中在中游行业(钢铁、电解铝、化工、造纸、交通运输等)、消费品领域(食品饮料、商业)。3.个股选择策略与重点推荐组合自上而下，以及结合国信行业分析师自下而上的推荐，我们建议的6月份重点推荐组合为：建设银行、工商银行、招商银行、中国平安、辽宁成大、酒钢宏兴、鞍钢股份、中国联通、青岛海尔、华泰股份、辰州矿业、鑫科材料、云南城投、中天城投、山西三维、柳化股份、福耀玻璃、国阳新能、中国远洋、五粮液。	
富士Z909EXR相机贵州遵义商家售1499元[贵州IT门户网www.it848.com.cn]贵州IT门户网编辑从贵州遵义宇轩数码了解到：富士Z909EXR是一款拥有1600万像素成像能力，5倍光学变焦镜头，配备了3.5英寸屏幕的卡片式数码相机。其拥有的1/2英寸CMOS传感器，1080P高清摄像等等，这些功能都比其前代机型Z808高一档次。今日商家“宇轩数码“给出的最新报价为1499元，感兴趣的朋友不妨到商家处做进一步的了解。小编温馨提示：欲查询更多的相关信息，请登录贵州IT门户网www.it848.com.cn进行查询！并且购买时提及中关村在线贵州站（贵州IT门户网www.it848.com.cn）时，有机会获得更好的价格优惠哦！免责声明：贵州IT门户网只提供免费资讯服务，对任何交易方式造成的损失本网站不承担任何法律责任。	
瑞星发布Q3网络钓鱼报告：网民损失超50亿元10月12日，瑞星发布《2010年第三季度网络钓鱼报告》，报告指出，现在每天出现1万余个新钓鱼网站，其中95%是由机器自动生成，传统反钓鱼技术很难识别。除了传统意义上的钓鱼网站之外，网络诈骗与客户端软件结合、甚至与传统电话诈骗结合，成为新型诈骗的显著特点，比如刷钻、刷信用等已经成为黑客赚钱常用的手法。瑞星安全专家指出，由于第三季度包括了暑假出游高峰及中秋假期，网民们通过网络订票、网络购物、上网游戏的交易量相对上升，所以造成其因钓鱼诈骗遭受的损失以及间接损失，比去年同期大幅上升，据估算可能高达50至70亿元。瑞星报告中也列举了一些案例，包括“QQ刷钻”、“淘宝刷信用”等新型钓鱼诈骗开始肆虐。但这些网站通常会直接骗取用户的手机话费和账户里的钱，因此危害性极大。而且这些活动本身就属于不合法的灰色地带，即使网民被骗，也往往会因为“干这个本来就不对”而忍气吞声。8月下旬，瑞星“云安全”系统的反钓鱼功能正式上线，并为“瑞星全功能安全软件2011测试版”提供智能反钓鱼的云端支持。自启用至今，共截获47万多个钓鱼网站(以URL计算)，比未启用前的拦截数量提高数十倍。从最新截获的钓鱼网站数据来看，约有20%的钓鱼网站寿命仅有一天，80%的钓鱼网站存活不超过一个星期。这就使得采用传统方式拦截钓鱼网站效果有限，有超过70%的钓鱼网站成为漏网之鱼。瑞星安全专家表示，即将推出的瑞星2011新版软件，将采用智能化的方式，根据钓鱼网站的颜色、布局、行为特征等进行判断，拦截有效率达90%以上。无论钓鱼网站怎么变化域名、怎么更改自己的特征，都逃不出瑞星的“慧眼”。“中奖骗局”等占钓鱼网站九成根据《瑞星报告》数据显示，本季度共截获55万个钓鱼网站(8月之前以传统方式截获8万余个)，且呈不断加速的趋势。其中，以“假中奖”及“假购物网站”等方式出现的钓鱼网站居多，占据总体数量的90%以上，而在涉及到具体事件时，某一类“李鬼”网站则会出现相应的“井喷”。比如，在新浪“微博一周年”活动期间冒出的大量“抽奖网站”，或者在暑运临近到来时，涌现的各种逼真的“航空公司官网”，这一类钓鱼网站制作精良，如果不仔细甄别地址，单从页面信息上很难分辨真伪。瑞星安全专家对每月新增的典型网站进行追踪监测发现，虽然钓鱼网站的数量及形式在不断增加，但网站的平均生存周期及点击次数却在逐步降低。目前，80%以上钓鱼网站存活不会超过一个星期，有的甚至只存活短短几个小时。这说明，随着“钓鱼手法”的持续曝光，人们的安全意识在不断提升，也促使钓鱼网站“与时俱进”地变换欺骗方式，以更加具有迷惑性的面貌出现。QQ刷钻是如何骗钱的著名的聊天软件QQ有多种会员级别，需要充值才可获得，有时候使用一定的技巧，可以在较短时间内升级为高级会员，享受更大的存储空间、QQ聊天记录在线存储等多种贴心服务。黑客利用网民急于升级为高级会员的心理，号称通过使用某种软件，可以利用腾讯系统的漏洞，在较短时间内少花钱甚至不花钱升级为高等级会员。在百度上搜索“QQ刷钻”，可以找到70万条结果，根据瑞星公司的监测，在搜索结果的第一页显著位置，就有所谓“QQ刷钻外挂”下载，这些软件有两种骗钱手法：第一种，直接在软件里捆绑木马，强制修改IE首页、弹出广告等，获取利益。这种手法在用户使用后很容易识破，现在不大常见。第二种手法则比较高明，用户运行“刷钻外挂”后，软件会提示“填入手机号即可升级到黄钻”等。实际上当你填入手机号后，会要求“开通某某套餐”，软件界面会狡辩说“套餐只是为了验证手机号真伪，不收取费用”，其实会收取名目繁多的各类套餐费用。	
全明星阵容8大价位排行第一热门机揭晓作者/谢思聪想知道近期都有哪些手机关注度很高？想了解各种造型、类型、价格区间、品牌的手机哪些最热门？中关村在线手机排行榜就能给你最详细的解答，这里面的排行榜数据都是根据网友们的关注程度而进行的排序，绝对的客观和公正，非常具有参考价值。今天笔者要给大家带来的就是8大价位排行榜中排名第一的手机，这8大价位涵盖了目前市面上绝大部分的手机价格区间，无论你的购机预算是吃紧还是充裕，在这里你都可以找到适合自己的价位排行榜，并且看到最真实的榜单数据。下面，我们就一起来揭晓从500元到5000元内，哪些手机是各自价位中的佼佼者！苹果iPhone4仅9.3毫米的超薄机身，是iPhone在外观设计上的一大亮点。机身正面采用了一块3.5英寸分辨率达到940×640像素IPS液晶屏，显示效果清晰逼真，系统搭载最新的iOS4智能操作系统，相比之前该版本添加了多任务处理、文件夹等强大功能，同时配备了一颗1GHzA4处理器，配合512MBRAM，整机运行速度非常流畅，内置的一枚500万像素摄像头，支持5倍数码变焦，性能已近乎完美。不仅如此，该机还有着更好的续航能力，其支持7小时3G通话，6小时3G网络浏览，10小时视频播放，表现无可挑剔。编辑点评：白色版iPhone4的上市以及疑似为了下一代iPhone上市而进行的铺货走量，两大因素共同造成了黑色版的iPhone4价格大跌，可能习惯了之前该机一直6000多元的售价一下再看现在的价格会觉得很超值，但是别忘了，即使大幅下降了其价格还在4000元以上，依然是一款高价的手机，建议大家在购买之前要考虑清楚再出手。16GB苹果iPhone4(改版机)[参考价格]4380元	谢思聪
裸露巨胸靠胸吃饭4个女人(组图)导语：把明星分为实力派、偶像派显然不够科学，因为还有一派是“爆乳派”。全球范围内选取靠胸吃饭女明星供大家欣赏。其中有货真价实三版女郎，也有一时充数的国际巨星，具体是否属于爆乳派请各位自己分析。“假波”林志玲台湾第一名模林志玲为了证明自己胸部的“真材实料”，几乎无所不用其极，出医院报告、抬手现腋下，最近更是让女记者亲手“验胸”，为的就是要打破“假波”传闻，还自己“咪咪”一个公道。其实，林志玲种种举措并不单单是因为她个人名誉的原因，相信更大的理由是为了自己的饭碗。要知道伊人是靠一个丰胸纤体广告走红的，如果连身材都是假的，那么以后还怎么靠“胸”吃饭呢？而在台湾娱乐圈，这种靠“胸”吃饭的女星实在多不胜数。	林志玲
淘宝可以“淘日本”了6月1日，淘宝网与雅虎日本在东京共同启动了中日网购互联平台，面向中国消费者的淘宝网“淘日本”与面向日本买家的雅虎日本“中国商城”同时正式上线运营。阿里巴巴董事长兼CEO马云和软银集团总裁兼CEO孙正义出席新闻发布会。据悉，无论是中国还是日本的网购参与者，在“淘日本”和雅虎日本“中国商城”进行跨境交易时，只需按照各自在国内的交易模式就可完成买卖。	孙正义,马云
比人更懂地球Sprint定制LG环保Remarq文/王彬人们每天都在呼吁环保，更准确的说，应该是科学家时刻都在努力唤醒人们的环保意识，但是又有多少人真的听得进去，并且从以身作则地有实际行动呢？如果被问到，你了解地球有多少？你是否真的了解低碳生活？如果一部手机可以计算人一天所产生的二氧化碳量，并且与植物排放入大气的比较，你是否会购买呢？如果答案是肯定的，这部Sprint定制的LG环保手机Remarq再合适不过了。除能够实现上述功能外，Remarq自身也是做到了彻头彻尾的环保。机身部分由可回收的塑料材质组成，整体可回收物料的利用率超过87%。甚至连机器的包装盒都是从废纸再利用做成，包装内没有纸质说明书，用户可在线查找相关资料。不过手机仍配备了滑盖式QWERTY键盘，并配有130万像素摄像头，以及QVGA屏幕。回到刚刚的问题，这样一部手机你会购买吗？为了环保，整机可以说是基本上都是回收废料再提炼而成，所以运营商也明智地将其定位在两年合约零消费的水平。真心希望可以唤醒人们丧失多年的环保概念，手机将在5月9日正式发布。	
销量最高15系列游戏马里奥毫无压力你一口气能说出多少你所熟悉的系列作品？你认为谁是最赚钱的游戏？估计不少玩家会说“使命召唤”，没错也许最赚钱的并不一定是销量最高的。今天让我们来一起看看，视频游戏中销量前15的题材系列游戏都有哪些。同时你会发现，EA仍是最大的游戏公司！15.TomClancy汤姆克兰西系列5500万份汤姆克兰西是育碧旗下的一个大的军事题材系列，而它下面就又包括了众多游戏系列。这里包括幽灵行动，彩虹六号，细胞分裂等系列游戏，总销量达5500万份，位列15。14.CallofDuty-使命召唤系列5500万份《使命召唤》全系列迄今为止在全球、全平台已经售出5500万份，总收入达30亿美元。13.GranTurismo-GT赛车系列5550万份GT赛车系列主要面向PS平台，但销量已达5550万份，可见其在赛车系列中的魅力！12.WinningEleven/ProEvolutionSoccer-实况足球系列5550万份之多实况足球系列闻名于欧洲和美国，总销量超过了5500万份，位列总销量之12。11.TheLegendofZelda-塞尔达传说系列5900万份任天堂的塞尔达传说系列从1987年的FC开始到今，总销量达5900万份，位列11。10.FIFA-FIFA足球系列6500万份EA的经典足球系列FIFA总销量达6500万份，位列足球系列第一，众游戏中第十。9.GrandTheftAuto-侠盗猎车手系列7000万份让RockStar闻名的动作大作GTA系列总销量达7000万，位列第九。8.SonictheHedgehog-刺猬索尼克系列7000万份刺猬索尼克题材有书籍、漫画还有游戏，而游戏自1997年以来创造了7000万份的销售记录。7.MaddenNFL-疯狂橄榄球系列7500万份虽然该游戏已经不再登陆PC，不过系列仍在继续。EA的疯狂橄榄球系列至今已经售出7500万份。6.FinalFantasy-最终幻想系列9600万份最终幻想系列总共超过了13个版本，它为SquareEnix公司带来了9600万的销量佳绩。5.NeedforSpeed-极品飞车系列1亿份排名第五的是开始突破亿关的EA极品飞车系列，不论它的最后几代遭到何种非议，它仍是竞速游戏行列中销量最高的系列，自然也是受众最广的赛车游戏，该系列销量至今达1亿份。4.Sims-模拟人生系列1.25亿份继续是EA的作品，模拟人生可谓是EA最成功的系列，总销量达1.25亿份，最重要的是它完全在PC平台下创造了这个奇迹的销量！3.Tetris-俄罗斯方块系列1.25亿份俄罗斯方块这个经典的元老级游戏已经延伸到了很多平台，至今销量超过了1.25亿份，不过它与任天堂游戏机捆绑的销量就占用了3500万。2.Pokémon-口袋妖怪系列2亿份销量亚军之口袋妖怪。该游戏在NDS平台非常受欢迎，至今已延伸出40多个产品，超过2亿的销量。1.Mario-马里奥系列2.22亿份销量冠军之马里奥！毋庸置疑，马里奥是站在游戏界顶峰的超人气多面角色。至今其游戏已创造了2.22亿的最佳销量。除了视频游戏，马里奥还继续出了漫画书、动漫、电影以及众多周边商品。位居视频游戏届销量之首。	
